artTitle,artContent
NBA》季後賽與例行賽到底差在哪？ 詹皇上節目點出殘酷現實,"詹姆斯。（法新社）

田兆崴 ／核稿編輯

〔體育中心／綜合報導〕詹姆斯（LeBron James）不只是史上打過最多場季後賽的球員，此外他在季後賽的上場時間也是史上最多，對此詹姆斯也在上節目的過程中分享了自己對於例行賽及季後賽間的差別。

在詹姆斯與瑞迪克（JJ Redick）合作的節目中，詹姆斯特別形容了自己認為例行賽與季後賽間的差別:「在季後賽時你可能會因為一次失敗的控球就輸掉整個系列賽，跟例行賽打球相比，你必須減少自己狀態下滑的機率。在季後賽時發生一點低潮就可能讓對方打出一波6:0的高潮或產生失誤。這就像是我們原先計畫好這個系列賽要嚴加盯防瑞迪克，但只要一剎那沒做好盯防，瑞迪克可能就已經利用這次機會得分了。」

請繼續往下閱讀...

此外詹姆斯也補充表示:「有時候雖然你可以贏得一場季後賽，但因為你在那場比賽最後八、九分鐘鬆懈了沒有盯好對方的王牌讓他進入投籃節奏之中，雖然你贏得了那場比賽，但最後可能就因為當時的鬆懈導致輸掉整個系列賽。」

從上述的發言可以看出詹姆斯完全了解季後賽的每分每秒都很重要，只要發生一個錯誤就可能導致一連串的連鎖效應，最後球隊就被淘汰了，對此詹姆斯就解釋了為什麼他在例行賽隊友犯錯時的某些反應會這麼大:「我隨時都在努力讓隊友為季後賽做好準備，有些人可能不明白一場比賽會決定你將繼續晉級或打包回家，這就是為什麼我在例行賽時所展顯出的肢體語言都看起來非常不滿或負面。」

雖然湖人今年在季後賽的種子序僅排在西部第七，但這並不影響他們拚冠的決心，但在首輪就要面對衛冕軍金塊的情況下，達成這個目標並不是件容易的事情，但如果湖人能成功完成下剋上，那他們將很有機會能在季後賽走得更遠。

不用抽 不用搶 現在用APP看新聞 保證天天中獎 點我下載APP 按我看活動辦法"
籃球》心繫寶島地震災情！ 「魔獸」透露籌備大計畫：我必須回歸台灣,"霍華德。（資料照，記者林正堃攝）
張浩群／核稿編輯
〔體育中心／綜合報導〕台灣自4月3日強震以來，至今餘震不斷，花蓮縣更屢傳災情，前NBA明星中鋒「魔獸」霍華德（Dwight Howard）也心繫台灣，在社群發文寫下：「我正在籌劃一些大計畫，去最有效的協助弭平台灣這陣子天災人民所受到的傷害！」
霍華德上季效力T1聯盟桃園雲豹，成為台灣籃壇史上最大咖洋將，掀起「魔獸旋風」，他一共出賽20場，場均貢獻23.2分、16.2籃板、5助攻，投籃命中率50%，可惜本季無緣回到台灣打球。
非常想念台灣的霍華德，也關心寶島地震災情，「天啊收到所有來自台灣的粉絲消息，說在24小時內居然發生了這麼頻繁的地震？？？」
霍華德直呼：「我知道這一定讓大家非常恐慌與害怕，尤其幾個禮拜前才發生這麼悲憤的天災！我想讓你們知道我會一直祈禱，並希望你們能堅強度過這段艱苦的時刻。」
霍華德透露他有計畫回到台灣，「我現在也正在籌劃一些大計畫，去最有效的協助弭平台灣這陣子天災人民所受到的傷害！我想我必須回歸臺灣，帶著最大的援助與笑容回來了！如果你們認為我應該回歸的話，留言❤️"
NBA》才35歲！一代名將「幹籃哥」葛瑞芬拋退休震撼彈,"葛瑞芬。（資料照，美聯社）
〔記者林岳甫／綜合報導〕曾經拿過灌籃大賽冠軍的「幹籃哥」葛瑞芬（Blake Griffin）今日以信件方式決定告別籃壇，在NBA打滾14季後正式退休。
35歲的葛瑞芬是2009年NBA選秀狀元，只是在快艇的首年因膝傷關係全面休兵，他在2010年滿血回歸並迎來NBA菜鳥年，更是拿下新人王，憑藉超猛彈性及灌籃，成為備受期待的球員。
葛瑞芬在2011年獲得灌籃大賽冠軍，也6度入選明星賽。效力快艇期間則是葛瑞芬生涯最輝煌時刻，場均繳出21.6分、9.3籃板及4.2助攻，再來轉戰活塞、籃網、塞爾提克，可惜都無緣冠軍戒指，由於他在2023-24賽季都未能獲得其他球隊青睞，如今他宣布退休也確定生涯無冠。
葛瑞芬。（資料照，美聯社）"
NBA》公鹿行不行？ 字母哥將缺席部分季後賽首輪比賽,"亞德托昆波（34號）左腳小腿拉傷，讓他將缺席部分首輪比賽。（資料照，法新社）
林子翔／核稿編輯
〔體育中心／綜合報導〕NBA附加賽開打，而在附加賽結束後，季後賽將正式打響，本季公鹿以第三名進入季後賽，不過壞消息是，陣中一哥「字母哥」亞德托昆波（Giannis Antetokounmpo）將缺席首輪前幾場比賽。
亞德托昆波是在季末對上塞爾提克的比賽時，拉傷了左小腿，自此就未有出賽紀錄，《ESPN》名記者「沃神」沃納洛斯基（Adrian Wojnarowski）指出，公鹿首輪對上溜馬的比賽，前幾場亞德托昆波可能無法上場，球隊已經做好沒有「字母哥」的準備。
不過好消息是，儘管目前尚未知道「字母哥」何時能回歸，不過他還是有會在首輪後面幾場比賽復出。
本季公鹿歷經交易、換帥等事件，不過戰績並未如預期優異，字母哥缺戰後更是直接讓出了東部第二的席次，最終整季繳出49勝33敗的成績，以東部第三名進入季後賽。"
NBA》恩比德惡意犯規讓球評直呼該趕出場 尼克教頭不滿他一人獲21罰,"恩比德（左）與M.羅賓森。（美聯社）
田兆崴 ／核稿編輯
〔體育中心／綜合報導〕NBA季後賽東部首輪賽事，七六人明星中鋒恩比德（Joel Embiid）今天交出50分，全場21罰19中，幫助七六人以125比114擊敗尼克，系列賽戰成1比2。尼克總教練希波鐸（Tom Thibodeau）不滿恩比德獲得21罰，比尼克全隊19罰還多。
恩比德此戰第一節剩下4分34秒時，恩比德在防守時倒地，尼克中鋒M.羅賓森（Mitchell Robinson）在籃下接到球、準備投籃時，躺在地上的恩比德用雙手抓住M.羅賓森的腳，讓對手倒地。裁判經重播畫面檢視後，恩比德領到一級惡意犯規，M.羅賓森獲得2次罰球，但兩罰都沒進。
ESPN球評柏金斯（Kendrick Perkins）在社群媒體X上發文，認為恩比德這個犯規的動作很危險，應該要被趕出場，「他會害那個人嚴重受傷」。
希波鐸賽後被問到恩比德的惡意犯規時，他嘲諷說，「是哪一個？有吹判的？還是沒吹判的？只是想確認清楚。」；而M.羅賓森因左腳踝扭傷，此戰出賽12分鐘，留下2分、7籃板表現。
希波鐸也不滿恩比德一人就獲得多達21罰，「我會像每場比賽自己做的那樣，提交我的影片（給聯盟）。他們會說是輕微接觸，然後他們會說恩比德是輕微接觸，結果他罰球獲21次，事情就是這樣。」
對於恩比德的惡意犯規，尼克前鋒哈特（Josh Hart）用「魯莽」形容恩比德的惡意犯規，「這可能會讓一個人長時間內無法上場。」"
NBA》湖人頭痛！明拚季後賽門票 AD出賽存疑、防守悍將持續缺陣,"A.戴維斯。（資料照，美聯社）
張浩群／核稿編輯
〔體育中心／綜合報導〕NBA附加賽明天登場，西部老八湖人將踢館第七名的鵜鶘，爭奪季後賽第7種子，但「一眉哥」A.戴維斯（Anthony Davis）目前被列為出賽存疑。
昨日例行賽最終戰湖人同樣交手鵜鶘，A.戴維斯在決勝節中段衝到禁區補籃時，在空中被小南斯（Larry Nance Jr.）從後面推了一下，導致落地後出現臀部和背部痙攣，之後A.戴維斯也提前退場治療。
儘管A.戴維斯強調自己一定會打附加賽，但目前在傷兵名單上，他因背部痙攣仍被列為出賽存疑（questionable），A.戴維斯明天能否健康出賽，將成為影響勝負的變數。
A.戴維斯本季出賽76場，場均上場35.5分鐘，貢獻24.7分、12.6籃板、3.5助攻、2.3阻攻，投籃命中率55.6%。
此外，湖人防守悍將范德比爾特（Jarred Vanderbilt）因右腳扭傷，明天持續掛傷號，替補中鋒伍德（Christian Wood）則因先前左膝動刀繼續缺陣。
湖人明天附加賽若贏球，將成為季後賽第7種子，輸球的話得跟勇士、國王之間的贏家爭最後一張門票。"
NBA季後賽》詹姆斯掰掰！穆雷4秒致勝跳投率金塊淘汰湖人 闖西部準決賽,"詹姆斯。（美聯社）
〔記者林岳甫／綜合報導〕西部第2種子金塊今天回到主場迎接首輪季後賽G5，穆雷（Jamal Murray）最後4秒致勝跳投，最終金塊以108：106擊敗湖人，4：1贏下系列賽，將在西部準決賽對決灰狼，並續朝衛冕之路邁進。
金塊系列賽連勝3場取聽牌，前役在洛杉磯客場遭湖人扳回一城。穆雷左小腿拉傷，此仗仍上場奮戰，他首節3顆三分球，板凳出發R.傑克森（Reggie Jackson）最後1分鐘貢獻5分，金塊一波10：0攻勢，帶著28：24領先進入第2節。39歲詹姆斯（LeBron James）第2節接管戰局單節8分，A.戴維斯（Anthony Davis）半場有16分、9籃板，湖人第二節超車以53：50領先結束上半場。
金塊過去幾場都能在第三節翻轉戰局，此仗趁著A.戴維斯左肩不適，衛冕軍打出一波19：5的猛攻，也以81：79進入末節。湖人在末節還是努力跟對手抗衡，尤其A.戴維斯經由緊急治療至少能上場做進攻、防守，兩隊在最後3分鐘還打成99：99平手，穆雷砍進三分球率隊變成106：104領先，詹姆斯26.3秒兩罰俱中，結果穆雷再度投進致勝球，率隊淘汰湖人。
金塊穆雷（左）。（美聯社）
可以說再度複製第2場絕殺戲碼的此仗獲勝功臣穆雷攻下32分，約基奇25分、20籃板、9助攻，小波特（Michael Porter Jr.）26分，戈登（Aaron Gordon）7分、13籃板及6助攻。
詹姆斯30分、9籃板及11助攻「準大三元」，戴維斯17分、15籃板，八村壘15分，羅素（D'Angelo Russell）14分，里維斯（Austin Reaves）19分，只是他們系列賽被穆雷在G2、G5都投進致勝一擊，只能提前放暑假。"
NBA季後賽》羅素G4不會被移出先發 湖人主帥信任球員背水一戰,"詹姆斯和D.羅素。（資料照，今日美國）
田兆崴 ／核稿編輯
〔體育中心／綜合報導〕湖人在季後賽首輪對戰金塊陷入0：3的絕對劣勢，主控D.羅素（D'Angelo Russell）第3戰表現不佳，7投0中拿0分。對此，湖人總教練漢姆（Darvin Ham）表示，第4戰先發5人不會更動，這意味著D.羅素不會被撤出先發。
「我不會改變先發陣容，」漢姆今天受訪表示，大家在分析影片時都感到很沮喪，自己也想要給D.羅素一次機會，希望他能夠證明自己，只要相信球員，只要他們看到這樣的信念過後，表現往往就會比以前來得更好。
漢姆認為湖人全隊已經受夠這樣的情況，準備背水一戰做出改變，不會想要被橫掃出局，「我們對金塊的比賽都打得還不錯，但就是無法贏得比賽，希望明天會有所不同。」"
NBA季後賽》湖人G2力拚扳平戰局！ 神獸AD：如果我必須整場守約基奇...,"A.戴維斯對位約基奇。（資料照，法新社）
廖志軒／核稿編輯
〔體育中心／綜合報導〕湖人在季後賽首戰出師不利，系列賽0：1落後衛冕軍金塊，陣中明星長人「一眉哥」A.戴維斯（Anthony Davis）表示：「我們會做出適當的調整。」
A.戴維斯昨日上場44分30秒，轟下32分、14籃板、4阻攻，個人表現與金塊球星約基奇（Nikola Jokic）的32分、12籃板、7助攻不相上下。
對於如何限制約基奇的表現，成為湖人的一大課題，A.戴維斯直言如果需要的話，他願意給約基奇更多防守壓力，「我們會研究並做出調整，彼此進行交談，然後在G2做出適當的調整，如果我必須整場比賽都防守約基奇的話，那就這樣吧。」
A.戴維斯也指出，球隊在鞏固防守籃板和攻防轉換方面，都必須做得更好。雙方明天將進行系列賽G2，湖人力拚扳平戰局。"
NBA》勇士浪花兄弟最後一戰？ 總教練、柯瑞、嘴綠都發聲,"勇士浪花兄弟。（資料照）
林子翔／核稿編輯
〔體育中心／綜合報導〕勇士湯普森（Klay Thompson）在球季結束後就會成為自由球員，而他在今天對國王的附加賽，同時也是賽季最終戰寫下生涯最慘一役，全場10投0中，三分6投0中沒有得分。賽後談到湯普森的未來生涯，浪花三兄弟的格林（Draymond Green）與柯瑞（Stephen Curry）以及總教練柯爾（Steve Kerr）都發表自己的想法。
湯普森與柯瑞和格林三人是勇士昔日王朝最重要的主幹，今日賽前湯普森受訪談到今天可能是他勇士生涯的最後一場比賽時，湯普森表示：「不，這就是人生。」、「我在這裡取得這麼多成功，我不會讓未來發生的任何事情影響我身穿勇士球衣所取得的成就。」
然而湯普森在關鍵之戰繳出生涯最慘的一戰，本場比賽不僅是他生涯第5度拿下0分，更是第一次在上場超過30分鐘、出手10次以上卻得0分的紀錄。賽後湯普森更被捕捉到離開球場前，特地多停駐一會的畫面。
賽後格林提到，他希望勇士能夠優先處理湯普森的續約問題，他絕對希望湯普森能夠回來，「他們對我做了正確的事情，對柯瑞做了正確的事情。他們對我們所有人做了正確的事情。Klay撕裂了他的前十字韌帶而他們還是給他1.6億美元。」
柯爾指出，儘管湯普森表現不佳，但球隊依舊想要他回來，因為他對於球場上的空間來說相當重要：「我們需要Klay回來，他還剩下很多年可以表現傑出，而且他對勇士隊史意義非凡，我們真的很想要他回來。」
柯瑞則表示，「我沒有辦法想像自己沒有跟這兩個傢伙一起打球。我知道這個聯盟改變了，而且還有很多事情要去處理...我知道他們想要贏而我也想要贏。這就是我所擔心的。」"
NBA附加賽》鵜鶘專打國王！沒Z.威廉森還是搶下西部第8種子,"鵜鶘英葛蘭。（美聯社）
〔記者吳孟儒／綜合報導〕鵜鶘今在NBA附加賽少了Z.威廉森（Zion Williamson），但挾著對戰優勢還是讓國王難以越雷池一步，英葛蘭（Brandon Ingram）拿24分，共6人得分達雙位數，終場以105：98擊敗對手，以西部第8種子吊車尾進軍季後賽，首輪要對上頭號種子雷霆。
鵜鶘本季在例行賽與國王5度交手都取勝，儘管主力Z.威廉森（Zion Williamson ）因左大腿拉傷無法出賽，但他們挾著對戰優勢，在今天關鍵之戰依舊打得嚇嚇叫。
國王的法克斯（De'Aaron Fox）首節拿11分，加上薩博尼斯（Domantas Sabonis）有8分進帳，首節打完取得24:22領先，但鵜鶘板凳在第二節適時跳出，馬紹爾（Naji Marshall）和小南斯（Larry Nance Jr.）聯手得16分，率隊單節打出32：21的高潮逆轉，最多取得13分領先，以54：45進入下半場。
國王在下半場靠法克斯拿10分展開反攻，但鵜鶘的英葛蘭（Brandon Ingram）、小南斯都跳出得分，兩隊在第三節得分以29分扯平。
進入決勝節，國王陷入得分乾旱期，6分鐘一度只拿3分，鵜鶘開始狂轟猛炸，全場最大分差來到20分，比賽最後2分鐘也握有14分領先，即使國王努力追分仍無濟於事，比賽勝負就此定調。
鵜鶘投籃命中率達51.8％，英葛蘭拿24分、6籃板、6助攻，瓦倫丘納斯有19分、12籃板，墨菲得16分，替補有3人得分破10，包括小南斯的13分，馬紹爾的11分，艾瓦拉多有10分。
國王團隊投籃準星僅40.9％，法克斯的35分、7籃板、5助攻表現最佳，薩博尼斯有23分、14籃板、7助攻，巴恩斯進帳17分，墨瑞拿11分，但附加賽吞下2連敗，本季確定遭淘汰。
鵜鶘馬紹爾。（美聯社）"
